,Path,Canonical,Transcript
246,tú_19_2,b u p _5b b e _1 S ie w _1 J 7_X n _1 G 7_X w _5a b o Nm _1,b e _1 S ie w _1 J 7_X n _1 G 7_X w _5a b o Nm _1
247,tú_20_2,k a j _5a n o j _2 d e _3 m E _6a n 7_X w _5a k E_X J _1,n o j _2 d e _3 m E _6a n 7_X w _5a k E_X J _1
248,tú_21_3,k 7_X w _6a d i _1 ts_ 7_X m _6a J M _1 r uo _2 7_X j _5a,d i _1 ts_ 7_X m _6a J M _1 r uo _2 7_X j _5a
249,tú_22_3,b a j _2 h O_X kp _6b d 7_X w _2 t ie n _1 k uo _3 G 7_X w _5a k O n _1,k 7_X p _6b d 7_X w _2 t ie n _1 k uo _3 G 7_X w _5a k O n _1
250,tú_23_3,h o m _1 n a_X j _1 l a _2 t_h M _5a S a_X w _5a,n a_X j _1 l a _2 t_h M _5a S a_X w _5a
251,tú_24_3,E m _1 t_h M k _5b z 7_X j _6a t M _2 S a_X w _5a dZ 7 _2,t_h M k _5b z 7_X j _6a t M _2 S a_X w _5a dZ 7 _2
252,tú_25_3,b uo j _3 tS M7 _1 E m _1 a_X n _1 k 7 m _1 7 _3 tS M7 N _2,b uo j _3 tS M7 _1 E m _1 a_X n _1 k 7 m _1 7 _3 tS M7 N _2
253,tú_27_3,m u j _2 x wp a j _1 n M7 N _5a t_h 7 m _1 k wp a _5a,x wp a _1 l uo _5a t_h 7 m _1 k wp a _5a
254,tú_29_3,J a_X t _6b m o t _6b ts_ ie k _5b l a _5a r 7 j _1,m o t _6b ts_ ie k _5b l a _5a r 7 j _1
255,tú_30_3,ts_ i m _1 S 7_X w _1 J ie w _2 t_h e _5a,i m _1 S 7_X w _1 J ie w _2 t_h e _5a
256,tú_31_1,k a _5a x o Nm _1 a_X n _1 m uo j _5a k a _5a M7 n _1,k a _5a x o Nm _1 a_X n _1 m uo j _5a k a _5a M7 n _1
257,tú_33_1,o Nm _1 b a _2 k O _5a x wp E _3 x o Nm _1 a _6a,b a _2 k O _5a x wp E _3 x o Nm _1 a _6a
258,tú_35_1,S ie w _1 J 7_X n _1 k uo N _2 f O_X Nm _1,J 7_X n _1 k uo N _2 f O_X Nm _1
259,tú_36_1,G 7_X w _5a k O n _1 k a m _3 7 n _1 b a k _5b v O j _1,k O n _1 k a m _3 7 n _1 b a k _5b v O j _1
260,tú_37_1,E_X J _1 h u Nm _2 b ie n _3 k a _3,h u Nm _2 b ie n _3 k a _3
261,tú_37_12,E_X J _1 h u Nm _2 b ie n _3 k a _3,E_X J _1 h u Nm _2 b ie n _3 k a _3
262,tú_38_1,k O n _1 r a _1 v M7 n _2 h a j _5a t a w _5a,t a _1 v M7 n _2 h a j _5a t a w _5a
263,tú_38_12,k O n _1 r a _1 v M7 n _2 h a j _5a t a w _5a,r a _1 v M7 n _2 h a j _5a t a w _5a
264,tú_39_1,G 7_X w _5a k O n _1 b M N _1 t a w _5a m 7 j _2 b o _5a m E _6a,k O n _1 m M N _1 t a w _5a m 7 j _2 b o _5a m E _6a
265,tú_40_1,m E _6a l a _2 N M7 j _2 f u _6a n M _4 h ie n _2 z i w _6a,l a _2 N M7 j _2 f u _6a n M _4 h ie n _2 z i w _6a
266,tú_41_12,E m _1 b E _5a d a N _1 n a_X m _2 N u _3,E m _1 b E _5a d a N _1 n a_X m _2 N u _3
267,tú_44_11,b a k _5b S i _4 d a N _1 x a m _5a b e J _6a,b a k _5b S i _5a d a N _1 x a m _5a b e J _6a
268,tú_46_11,n u _6a h o n _1 tS e n _1 b a n _2 t a_X j _1,h o n _1 tS e n _1 b a n _2 t a_X j _1
269,tú_49_11,k E_X J _2 l ie w _4 b ie t _5b b a_X j _1,m 7 j _1 b a_X j _1
270,tú_50_11,h o m _1 n a_X j _1 tS 7 j _2 l E_X J _6a k wp a _5a,h o m _1 n a_X j _1 tS 7 j _2 n E_X J _6a k wp a _5a
271,tú_51_11,b o _5a l a m _2 dZ i _2 k u Nm _4 x E w _5a l E w _5a,7 _5a n a m _2 dZ i _2 k u Nm _4 h E w _5a l E w _5a
272,tú_52_11,m E _6a t e t _5b t O_X kp _5b ts_ O _1 E m _1,m E _6a E t _5b z a k _5b ts_ O _1 E m _1
273,tú_53_11,N M7 _6a f i _1 J E_X J _1 J M _1 b a_X j _1,E _5a J E_X J _1 J M _1 b a_X j _1
274,tú_54_11,a j _1 N wp a n _1 S E _4 d M7 k _6b t_h M7 N _3,a j _1 N wp a n _1 s E _4 z M7 k _6b ts_ M7 _3
275,tú_55_11,ts_ ie k _5b r e _4 d a _1 tS O n _2,ts_ ie k _5b z e _5a d a _1 ts_ O n _2
276,tú_56_10,b 7_X w _2 tS 7 j _2 s E_X J _1 t_h a_X m _1 t_h a_X m _3,b 7_X w _1 tS 7 j _1 s E_X J _1 t_h a_X m _1 t_h a_X m _1
277,tú_57_10,t o j _1 d M7 _1 m E_X J _3 dZ 7_X j _5a ts_ O _1 N M7 j _2 m E _6a,t o j _1 d M7 _1 m E_X J _1 dZ 7_X j _1 ts_ O _1 N M7 j _1 m E _1
278,tú_58_10,o Nm _1 s E m _1 v a _2 k a_X w _1 m a_X j _2,o Nm _1 s E n _1 v a _2 k a_X w _1 m a_X t _6b
279,tú_59_10,E_X J _1 G a _2 tS o Nm _5a b a_X j _1 l e n _1,E_X J _1 G a _1 tS o Nm _1 b a_X j _1 l e n _1
280,tú_60_10,b E _5a d M7 _1 m a_X t _5b J i n _2 k wp E_X J _1,b E _1 d M7 _1 m a_X t _5b J i n _1 k wp E_X J _1
281,tú_61_10,ts_ u kp _5b k O n _1 N u _3 N O n _1,ts_ u kp _5b k O n _1 N u _1 N O n _1
282,tú_62_10,m E _6a ie w _1 k O n _1,m E _1 ie w _1 k O n _1
283,tú_63_10,t_h a w _3 r 7_X t _5b ie w _1 k wp e _1 h M7 N _1 m i J _2,t_h a w _3 r 7_X t _5b ie w _1 k wp e _1 h M7 n _1 m i J _2
284,tú_64_10,k 7 n _1 m M7 _1 r a w _2 k E w _5a d e n _5a,k 7 n _1 m M7 _1 r a w _1 k E w _1 d e n _1
285,tú_65_10,tS 7 j _2 N a_X j _2 k a N _2 l E_X J _6a h 7 n _1,tS 7 j _2 N a_X j _2 k a N _2 n E_X J _6a h 7 n _1
286,tú_66_10,l a _5a k 7_X j _1 m uo _2 t_h u _1,n a _5a k 7_X j _1 m uo _2 t_h u m _1
287,tú_67_10,J i m _5a k O n _1 v o _1 k u Nm _2 N a k _6b J ie n _1,k O n _1 v o _1 k u Nm _2 N a t _6b J ie n _1
288,tú_68_10,t e n _1 b a n _6a l a _2 dZ i _2,t e n _1 b a n _1 l a _1 dZ i _1
289,tú_69_10,k 7_X j _1 k o j _5a u m _1 t u m _2,k 7_X j _1 k o j _1 u m _1 t u m _1
290,tú_70_10,O_X Nm _1 ts_ uo _5a b a_X j _1 v e _2 t o _3,O_X Nm _1 ts_ uo _1 b a_X j _1 v e _1 t o _1
291,tú_71_9,k wp e _1 h M7 N _1 l a _2 ts_ u m _2 x e _5a N O t _6b,k wp e _1 h M7 N _1 n a _2 tS u m _2 x e _5a N O t _6b
292,tú_72_9,tS 7 j _2 m uo _2 t_h u _1 m a t _5b m E _3,7 j _2 m uo _2 t_h u _1 m a t _5b m E _3
293,tú_73_9,ts_ a w _1 o j _1 h a_X j _1 k wp a _5a,a _1 o j _1 h a_X j _1 k wp a _5a
294,tú_74_9,t_h 7_X t _6b l a _2 t wp ie t _6b z ie w _6a,t_h 7_X t _6b n a _2 t ie t _6b z ie w _6a
295,tú_75_9,E m _1 b E _5a d a N _1 N wp a n _1 N wp a n _4 a_X n _1 k 7 m _1,b E _5a d a N _1 N wp a n _1 N wp a n _4 a_X n _1 k 7 m _1
296,tú_76_9,m 7 j _5a S a N _5a t i J _1 m 7 _1,7 j _5a S a N _5a t i J _1 m 7 _1
297,tú_77_9,ts_ i _1 v a w _2 t_h a_X m _1 v M7 n _2 h wp a _1,h i _1 v a w _2 t_h a_X m _1 v M7 n _2 h wp a _1
298,tú_78_9,b a n _6a J O _3 t_h a _3 z ie w _2 tS e n _1 k E_X J _5a d o Nm _2,b a n _6a J O _3 t_h a _3 z ie w _2 tS e n _1 k E_X J _5a d o Nm _2
299,tú_79_9,E n _5a k O n _1 d a N _1 b a_X j _1 k wp a _1 S o Nm _1,E n _5a k O n _1 d a N _1 m a_X j _1 k wp a _1 S o Nm _1
300,tú_80_9,J O _1 k O n _2 s E_X J _1 l a_X m _5a,O _1 k O n _2 s E_X J _1 n a_X m _5a
301,tú_81_9,m o t _6b ts_ ie k _5b l M7 k _6b r 7_X t _5b d E p _6b,m o t _6b ts_ ie k _5b l M7 k _6b z 7_X t _5b d E p _6b
302,tú_82_9,t_h O _3 k O n _1 J i n _2 k a w _5a,k O n _1 J i n _2 k a w _5a
303,tú_83_8,k a k _5b b a n _6a k O _5a k wp E n _1 z e _5a m E n _2 x o Nm _1,k a k _5b b a n _6a k O _5a k wp e n _1 z e _5a m E n _2 n o Nm _1
304,tú_84_8,b E _5a t 7_X p _6b d O_X kp _6b,b E _5a t 7_X p _6b d O_X kp _6b
305,tú_85_8,t o j _1 tS 7 _3 v e _2 k wp e _1 h M7 N _1,t o j _1 tS 7 _3 k wp e _2 k wp e _1 h wp 7 _1
306,tú_86_8,d M7 N _2 v e _2 s a _1 l a_X k _5b s a _1 l 7 _1,d M7 N _2 v e _2 s a _1 l a_X k _5b s a _1 l 7 _1
307,tú_87_8,t o j _1 d e n _5a t_h a_X m _1 E_X J _1 h a j _1 t o j _1,t o j _1 d e n _5a h a j _1 t_h E_X J _1 a j _1 t o j _1
308,tú_88_8,E m _1 ie w _1 N o j _1 J a _2 k uo _3 E m _1,E m _1 ie w _1 m uo _1 J a _2 k uo _3 E m _1
309,tú_89_7,E m _1 ie w _1 t ie N _5a ts_ i m _1,d ie N _5a d i m _1
310,tú_90_7,m uo _2 h E _2 d e n _5a r o j _2,h E _2 d e n _5a r o j _2
311,tú_91_7,o Nm _1 7 j _1 o Nm _1 k O _5a x wp E _3 x o Nm _1,o j _1 o Nm _1 o Nm _1 k O _5a x wp E _3 h o Nm _1
312,tú_92_7,d u Nm _5a l u kp _5b d O _5a tS 7 j _2 d o _3 m M7 _1,h o p _5b d O _5a t 7 j _2 t o _3 m M7 _1
313,tú_93_7,b o _5a m E _6a dZ u p _5b k O n _1 ts_ wp 7_X n _3 b i _6a J E _5a,b o _5a m E _6a t u p _5b t O n _1 t wp 7_X n _3 b i _6a J E _5a
314,tú_94_7,J a _2 h M7 N _1 tS o Nm _1 t_h 7_X t _6b l a _2 d E p _6b,z u Nm _1 t_h o Nm _1 t_h 7_X t _6b n a _2 d E p _6b
315,tú_96_7,tS a N _1 t_h M7 N _1 ts_ u _5a h e _2 l a_X m _5a,r u _5a h wp e _2 n O_X Nm _5a
316,tú_97_7,k O n _1 m E w _2 l o Nm _1 v a N _2 O_X Nm _5a,t O n _1 m E w _2 n o Nm _1 v a N _2 n O_X Nm _5a
317,tú_98_7,k wp e _1 t 7 _5a 7 _3 h a j _3 f O_X Nm _2,t 7 _5a 7 _3 z a j _6a v O_X Nm _2
318,tú_99_7,v M7 n _2 k 7_X j _1 d 7_X m _1 ts_ o j _2 n 7_X j _3 l o kp _6b,v M7 n _2 v M7 n _2 t 7_X j _1 t 7_X m _1 t o j _2 n a_X j _3 n O_X kp _6b
115,tuyến_1-1,ts_ a_X w _5a d a N _1 l a m _2 dZ i _2 v 7_X j _6a,ts_ a_X w _5a d a N _1 l a m _2 dZ i _2 v 7_X j _6a
116,tuyến_10-1,E m _1 ts_ a w _2 k o _1 a _6a,E m _1 ts_ a w _2 k o _1 a _6a
117,tuyến_100-9,J M N _4 dZ O t _6b S M7 N _1 l O_X Nm _1 l E_X J _1,l 7 _6a S M7 N _1 l O_X Nm _1 l a_X n _1
118,tuyến_101-9,E m _1 r 7_X t _5b t_h i k _5b h wp a _1 h o Nm _2,E m _1 r 7_X t _5b t_h i t _5b x wp a _1 h o Nm _2
119,tuyến_102-9,ts_ ie k _5b t_h M7 k _5b k E _3 m a_X w _2 k a m _1,ts_ e t _5b t_h M7 k _5b k E _3 m a_X w _2 k a m _1
120,tuyến_103-9,n a _1 d a N _1 v E _4 m o t _6b k o _1 G a j _5a,d a _4 h a j _1 dZ a _1 d i J _2 b E _5a m o t _6b k o _1 G a j _5a
121,tuyến_104-9,E m _1 v E _4 m o t _6b k o _1 t ie n _1,E m _1 v E _4 m o t _6b k o _1 t ie n _1
122,tuyến_105-11,b o _5a m E _6a ts_ O _1 b E _5a v e _2 k wp e _1,b o _5a m E _6a ts_ O _1 b E _5a v e _2 k wp e _1
123,tuyến_107-10,b E _5a r 7_X t _5b J 7 _5a b a _2,b E _5a r 7_X t _5b J 7 _5a b a _2
124,tuyến_109-11,k E_X J _5a h wp a _1 J O _3 J M _1 v a_X j _3 k a _5a,k E_X J _5a h wp a _1 J O _3 J M _1 v a_X j _3 k a _5a
125,tuyến_11-2,k o _1 dZ a w _5a m i m _3 k M7 j _2 t_h 7_X t _6b t M7 j _1,k o _1 dZ a w _5a m i m _3 k M7 j _2 t_h 7_X t _6b t M7 j _1
126,tuyến_110-10,tS 7 j _2 d a N _1 r 7_X t _5b l E_X J _6a,tS 7 j _2 d a N _1 r 7_X t _5b n E_X J _6a
127,tuyến_111-11,k O n _1 l M7 _2 r 7 j _1 s uo N _5a m o t _6b k a j _5a dZ ie N _5a,k O n _1 n M7 _2 z 7 j _1 s uo N _5a m o t _6b k a j _5a z ie n _5a
128,tuyến_112-11,k O n _1 ts_ i m _1 S 7 n _1 k a _1 k 7_X t _5b t ie N _5a h O t _5b,k O n _1 ts_ i m _1 S 7_X n _1 k a _1 k 7_X t _5b t ie N _5a h O t _5b
129,tuyến_113-11,b uo j _3 ts_ ie w _2 m uo _2 h E _2 t_h 7_X t _6b d a N _5a ie w _1,b uo j _3 ts_ ie w _2 m uo _2 h E _2 t_h 7_X t _6b d a N _5a ie w _1
130,tuyến_115-11,b o Nm _1 t O_X kp _5b t ie n _1 k E_X J _5a m O_X Nm _3 J M _1 l uo _6a,b o Nm _1 t O_X kp _5b t ie n _1 k a_X n _5a m O_X Nm _3 J M _1 l uo _6a
131,tuyến_116-11,m 7_X j _5a k O n _1 N M7 _6a d a N _1 a_X n _1 k O _3,m 7_X j _5a k O n _1 N M7 _6a d a N _1 a_X n _1 k O _3
132,tuyến_118-11,d M7 _5a tS E _3 ts_ i _3 m 7 j _5a S a_X w _5a t uo j _3,d M7 _5a tS E _3 ts_ i _3 m 7 j _5a S a_X w _5a t uo j _3
133,tuyến_12-2,k a_X p _6b S E_X k _5b k O _5a m a_X w _2 s E_X J _1 r 7_X t _5b d E p _6b,k a_X p _6b S E_X k _5b k O _5a m a_X w _2 s E_X J _1 r 7_X t _5b d E p _6b
134,tuyến_120-10,t o j _1 l a _2 ts_ u _5a b o _6a d o j _6a,t o j _1 n a _2 ts_ u _5a b o _6a d o j _6a
135,tuyến_122-11,E m _1 dZ M _4 dZ i n _2 h o p _6b b u t _5b k 7_X n _3 t_h 7_X n _6a,E m _1 l M _4 l i n _5a h o p _6b b u t _5b k 7_X n _3 t_h 7_X n _6a
136,tuyến_123-10,k o _1 dZ a w _5a t_h 7_X t _6b G 7_X n _2 G u j _4,k o _1 dZ a w _5a t_h 7_X n _2 G 7_X n _2 G u j _5a
137,tuyến_13-2,k o kp _5b n M7 k _5b k O _5a m a_X w _2 tS a_X N _5a r 7_X t _5b d E p _6b,k o kp _5b n M7 k _5b k O _5a m a_X w _2 tS a_X N _5a r 7_X t _5b d E p _6b
138,tuyến_130-10,k O n _1 G 7_X w _5a b o Nm _1 d E p _6b k wp a _5a,k O n _1 G 7_X w _5a b o Nm _1 d E p _6b k wp a _5a
139,tuyến_132-10,b a _2 m uo _1 k a m _1 ts_ O _1 b E _5a,p a _1 m uo _1 k E m _1 ts_ O _1 b E _5a
140,tuyến_14-2,t o j _1 l a _2 k a _1 S i _4 n o j _3 t ie N _5a,t o j _1 l a _2 k a _1 S i _4 n o j _3 t ie N _5a
141,tuyến_15-2,t o j _1 m uo n _5a k O _5a m o t _6b k uo n _5a S E_X k _5b,t o j _1 m uo n _5a k O _5a m o t _6b k uo n _5a S E_X k _5b
142,tuyến_16-2,J M N _4 k O n _1 O_X Nm _1 t_h 7_X t _6b l a _2 ts_ a_X m _1 ts_ i _3,J M N _4 k O n _1 n O_X Nm _1 t_h 7_X t _6b l a _2 ts_ a_X m _1 ts_ i _3
143,tuyến_17-2,h wp a _1 S E n _1 k O _5a m u j _2 r 7_X t _5b t_h 7 m _1,h wp a _1 S E n _1 k O _5a m u j _2 r 7_X t _5b t_h 7 m _1
144,tuyến_18-2,k a j _5a t u _3 l E_X J _6a z u Nm _2 d e _3 l a m _2 dZ i _2,k a j _5a t u _3 l E_X J _6a z u Nm _2 d e _3 l a m _2 dZ i _2
145,tuyến_19-2,b u p _5b b e _1 S ie w _1 J 7_X n _1 G 7_X w _5a b o Nm _1,b u p _5b b e _1 S ie w _1 J 7_X N _1 G 7_X w _5a b o Nm _1
146,tuyến_2-1,b o Nm _1 k u kp _5b t a_X m _5a n a_X N _5a m a_X t _6b tS 7 j _2,b o Nm _1 k u kp _5b t a_X m _5a n a_X N _5a m a_X t _6b tS 7 j _2
147,tuyến_20-2,k a j _5a n o j _2 d e _3 m E _6a n 7_X w _5a k E_X J _1,k a j _5a n o j _2 m E _6a d e _3 n 7_X w _5a k E_X J _1
148,tuyến_21-3,k 7_X w _6a d i _1 ts_ 7_X m _6a J M _1 r uo _2 7_X j _5a,k 7_X w _6a d i _1 ts_ 7_X m _6a J M _1 k O n _1 r uo _2 7_X j _5a
149,tuyến_22-3,b a j _2 h O_X kp _6b d 7_X w _2 t ie n _1 k uo _3 G 7_X w _5a k O n _1,b a j _2 d O_X kp _6b d 7_X w _2 t ie n _1 k uo _3 G 7_X w _5a k O n _1
150,tuyến_23-3,h o m _1 n a_X j _1 l a _2 t_h M _5a S a_X w _5a,h o m _1 n a_X j _1 n a _2 ts_ M _5a S a_X w _5a
151,tuyến_24-3,E m _1 t_h M k _5b z 7_X j _6a t M _2 S a_X w _5a dZ 7 _2,E m _1 t_h M k _5b z 7_X j _6a t M _2 S a_X w _5a dZ 7 _2
152,tuyến_25-3,b uo j _3 tS M7 _1 E m _1 a_X n _1 k 7 m _1 7 _3 tS M7 N _2,b uo j _3 tS M7 _1 E m _1 a_X n _1 k 7 m _1 7 _3 tS M7 N _2
153,tuyến_26-3,t ie t _5b h O_X kp _6b v u j _1 k wp a _5a,h O_X kp _6b v u j _1 k wp a _5a
154,tuyến_27-3,m u j _2 x wp a j _1 n M7 N _5a t_h 7 m _1 k wp a _5a,o j _2 x wp a j _1 l M7 N _5a t_h 7 m _1 k wp a _5a
155,tuyến_28-3,h M7 N _1 k O _5a k u _3 x wp a j _1 l a N _1,k u _1 h M7 N _1 k O _5a k u _3 h wp a j _1 l a N _1
156,tuyến_29-3,J a_X t _6b m o t _6b ts_ ie k _5b l a _5a r 7 j _1,J a_X t _6b d M7 k _6b m o t _6b ts_ ie k _5b l a _5a r 7 j _1
157,tuyến_3-1,t_h e _5a dZ 7 j _5a t_h ie n _1 J ie n _1 t_h 7_X t _6b d E p _6b,t_h e _5a dZ 7 j _5a t_h ie n _1 J ie n _1 t_h 7_X t _6b d E p _6b
158,tuyến_30-3,ts_ i m _1 S 7_X w _1 J ie w _2 t_h e _5a,S 7_X w _1 J ie w _2 t_h e _5a
159,tuyến_31-4,k a _5a x o Nm _1 a_X n _1 m uo j _5a k a _5a M7 n _1,a_X n _1 m uo j _5a k a _5a M7 n _1
160,tuyến_32-4,k a j _5a ts_ o j _3 d e _3 k wp E t _5b J a _2,E _5a ts_ o j _3 d e _3 k wp E t _5b J a _2
161,tuyến_33-4,o Nm _1 b a _2 k O _5a x wp E _3 x o Nm _1 a _6a,o Nm _1 b a _2 k O _5a x wp E _3 x o Nm _1 a _6a
162,tuyến_34-4,ts_ uo t _6b k O n _1 d a N _5a ie w _1,o _1 k O n _1 d a N _5a ie w _1 o _1 k e _1
163,tuyến_35-4,S ie w _1 J 7_X n _1 k uo N _2 f O_X Nm _1,ie w _1 7_X n _1 k uo N _2 f O_X Nm _1
164,tuyến_36-4,G 7_X w _5a k O n _1 k a m _3 7 n _1 b a k _5b v O j _1,7_X w _5a k O n _1 k a m _3 7 n _1 b a k _5b v O j _1
165,tuyến_37-4,E_X J _1 h u Nm _2 b ie n _3 k a _3,r a _1 v M7 n _2 h a j _5a t a w _5a
166,tuyến_38-4,k O n _1 r a _1 v M7 n _2 h a j _5a t a w _5a,G 7_X w _5a k O n _1 b M N _1 t a w _5a d u t _5b ts_ O _1 b o _5a m E _6a
167,tuyến_39-4,G 7_X w _5a k O n _1 b M N _1 t a w _5a m 7 j _2 b o _5a m E _6a,E m _1 b E _5a d a N _1 n a_X m _2 N u _3
168,tuyến_4-1,k O _5a t ie N _5a d o Nm _6a dZ i _2 l a _6a l a_X m _5a,k O _5a t ie N _5a d o Nm _6a dZ i _2 l a _6a l a_X m _5a
169,tuyến_40-5,m E _6a l a _2 N M7 j _2 f u _6a n M _4 h ie n _2 z i w _6a,u _6a m E _6a l a _2 N M7 j _2 f u _6a n M _4 h ie n _2 z i w _6a
170,tuyến_42-5,b a _2 k O_X Nm _2 d i _1 ts_ 7 _6a tS 7 j _2 m M7 _1,M _2 M m _2 d i _1 ts_ 7 j _1 tS 7 j _2 m M7 _1
171,tuyến_43-5,b E_X J _5a k wp i _1 x o Nm _1 N O n _1,b E_X J _5a k wp i _1 x o Nm _1 N O n _1
172,tuyến_44-5,b a k _5b S i _4 d a N _1 x a m _5a b e J _6a,b a k _5b S i _4 d a N _1 x a m _5a b e J _6a
173,tuyến_45-5,m E _6a l a n _1 d a N _1 l a_X w _1 S a n _2 J a _2,b a n _6a d a N _1 l a_X w _1 S a n _2 J a _2
174,tuyến_48-5,k 7_X j _1 l ie w _4 x o Nm _1 N M N _2 l a_X k _5b l M _1,k 7_X j _1 l ie w _4 x o Nm _1 N M N _2 M m _2 l a_X k _5b l M _1
175,tuyến_49-5,k E_X J _2 l ie w _4 b ie t _5b b a_X j _1,E_X J _2 l ie w _4 b ie t _5b b a_X j _1
176,tuyến_5-1,k 7_X j _1 s 7_X w _5a h o _3 h E _5a m a_X t _5b J i n _2,k 7_X j _1 s 7_X w _5a h o _3 h E _5a m a_X t _5b J i n _2
177,tuyến_50-5,h o m _1 n a_X j _1 tS 7 j _2 l E_X J _6a k wp a _5a,h o m _1 n a_X j _1 tS 7 j _2 l E_X J _6a k wp a _5a
178,tuyến_51-5,b o _5a l a m _2 dZ i _2 k u Nm _4 x E w _5a l E w _5a,l a m _2 dZ i _2 k u Nm _4 x E w _5a l E w _5a
179,tuyến_52-6,m E _6a t e t _5b t O_X kp _5b ts_ O _1 E m _1,m E _6a t e t _5b t O_X kp _5b ts_ O _1 E m _1
180,tuyến_53-6,N M7 _6a f i _1 J E_X J _1 J M _1 b a_X j _1,N M7 _6a f i _1 J E_X J _1 J M _1 b a_X j _1
181,tuyến_54-6,a j _1 N wp a n _1 S E _4 d M7 k _6b t_h M7 N _3,N wp a n _1 s E _4 d M7 k _6b t_h M7 N _3
182,tuyến_56-6,b 7_X w _2 tS 7 j _2 s E_X J _1 t_h a_X m _1 t_h a_X m _3,b 7_X w _2 tS 7 j _2 s E_X J _1 t_h a_X m _1 t_h a_X m _3
183,tuyến_57-6,t o j _1 d M7 _1 m E_X J _3 dZ 7_X j _5a ts_ O _1 N M7 j _2 m E _6a,t o j _1 d M7 _1 m E_X J _3 dZ 7_X j _5a ts_ O _1 N M7 j _2 m E _6a
184,tuyến_58-6,o Nm _1 s E m _1 v a _2 k a_X w _1 m a_X j _2,o Nm _1 s E m _1 v a _2 k a_X w _1 m a_X j _2
185,tuyến_59-6,E_X J _1 G a _2 tS o Nm _5a b a_X j _1 l e n _1,E_X J _1 G a _2 tS o Nm _5a b a_X j _1 l e n _1
186,tuyến_6-1,m E _6a m 7 j _5a m uo _1 o _1 t o _1,m E _6a m 7 j _5a m uo _1 o _1 t o _1
187,tuyến_60-6,b E _5a d M7 _1 m a_X t _5b J i n _2 k wp E_X J _1,b E _5a d M7 _1 m a_X t _5b J i n _2 k wp E_X J _1
188,tuyến_63-6,t_h a w _3 r 7_X t _5b ie w _1 k wp e _1 h M7 N _1 m i J _2,t_h O _3 r 7_X t _5b ie w _1 k wp e _1 h M7 N _1 m i J _2
189,tuyến_64-6,k 7 n _1 m M7 _1 r a w _2 k E w _5a d e n _5a,k 7 n _1 m M7 _1 r a w _2 k E w _5a d e n _5a
190,tuyến_69-7,k 7_X j _1 k o j _5a u m _1 t u m _2,7_X j _1 o j _5a u m _1 t u m _2
191,tuyến_7-1,E m _1 d a N _1 a_X n _1 k 7 m _1,d a N _1 a_X n _1 k 7 m _1
192,tuyến_70-7,O_X Nm _1 ts_ uo _5a b a_X j _1 v e _2 t o _3,O_X Nm _1 ts_ uo _5a b a_X j _1 v e _2 t o _3
193,tuyến_71-7,k wp e _1 h M7 N _1 l a _2 ts_ u m _2 x e _5a N O t _6b,k wp e _1 h M7 N _1 n a _2 ts_ u m _2 x e _5a N O t _6b
194,tuyến_72-7,tS 7 j _2 m uo _2 t_h u _1 m a t _5b m E _3,ts_ 7 j _2 m uo _2 t_h u _1 m a t _5b m E _3
195,tuyến_75-7,E m _1 b E _5a d a N _1 N wp a n _1 N wp a n _4 a_X n _1 k 7 m _1,E m _1 b E _5a d a N _1 N wp a n _1 N wp a n _4 a_X n _1 k 7 m _1
196,tuyến_76-7,m 7 j _5a S a N _5a t i J _1 m 7 _1,m 7 j _2 t a N _5a t i J _1 m 7 _1
