,Path,Canonical,Transcript
197,tuyến_78-7,b a n _6a J O _3 t_h a _3 z ie w _2 tS e n _1 k E_X J _5a d o Nm _2,b a n _3 J O _3 ts_ a _3 z ie w _2 tS e n _1 k E_X J _5a d o Nm _2
198,tuyến_79-8,E n _5a k O n _1 d a N _1 b a_X j _1 k wp a _1 S o Nm _1,E m _1 h O n _1 d a N _1 b a_X j _1 k wp a _1 S o Nm _1
199,tuyến_8-1,b a n _6a h a_X N _2 t i J _5a k E_X k _5b r 7_X t _5b v u j _1 v E _3,b a n _6a h a_X N _2 t i J _5a k E_X k _5b r 7_X t _5b v u j _1 v E _3
200,tuyến_81-8,m o t _6b ts_ ie k _5b l M7 k _6b r 7_X t _5b d E p _6b,m o t _6b ts_ ie k _5b l M7 k _6b r 7_X t _5b d E p _6b
201,tuyến_83-8,k a k _5b b a n _6a k O _5a k wp E n _1 z e _5a m E n _2 x o Nm _1,k a k _5b b a n _6a k O _5a k wp E n _1 z e _5a m E n _2 x o Nm _1
202,tuyến_85-8,t o j _1 tS 7 _3 v e _2 k wp e _1 h M7 N _1,t o j _1 tS 7 _3 v e _2 k wp e _1 h M7 N _1
203,tuyến_87-8,t o j _1 d e n _5a t_h a_X m _1 E_X J _1 h a j _1 t o j _1,t o j _1 d e n _5a t_h a_X m _1 E_X J _1 t o j _1
204,tuyến_88-8,E m _1 ie w _1 N o j _1 J a _2 k uo _3 E m _1,E m _1 ie w _1 N o j _1 J a _2 k uo _3 E m _1
205,tuyến_9-1,t 7_X j _3 k O _5a m u j _2 z 7_X w _1 r 7_X t _5b t_h 7 m _1,k O _5a m u j _2 t_h 7 m _1 r 7_X t _5b t_h 7 m _1
206,tuyến_90-10,m uo _2 h E _2 d e n _5a r o j _2,m o _2 h E _2 d e n _5a r o j _2
207,tuyến_91-8,o Nm _1 7 j _1 o Nm _1 k O _5a x wp E _3 x o Nm _1,o Nm _1 7 j _1 o Nm _1 k O _5a x wp E _3 x o Nm _1
208,tuyến_92-8,d u Nm _5a l u kp _5b d O _5a tS 7 j _2 d o _3 m M7 _1,l u kp _5b d O _5a tS 7 j _2 d o _3 m M7 _1
209,tuyến_93-8,b o _5a m E _6a dZ u p _5b k O n _1 ts_ wp 7_X n _3 b i _6a J E _5a,b o _5a m E _6a dZ u p _5b k O n _1 ts_ wp 7_X n _3 b i _6a J E _5a
319,đông_100_11,J M N _4 dZ O t _6b S M7 N _1 l O_X Nm _1 l E_X J _1,J M N _4 dZ O t _6b S M7 N _1 n O_X Nm _1 n E_X J _1
320,đông_101_11,E m _1 r 7_X t _5b t_h i k _5b h wp a _1 h o Nm _2,r 7_X t _5b t_h i k _5b h wp a _1 h o Nm _2
321,đông_102_11,ts_ ie k _5b t_h M7 k _5b k E _3 m a_X w _2 k a m _1,z M7 k _5b ts_ o kp _5b t_h E _3 m a_X w _2 k a m _1
322,đông_103_11,n a _1 d a N _1 v E _4 m o t _6b k o _1 G a j _5a,n a _1 d a N _1 v E _4 m o t _6b k o _1 G a j _5a
323,đông_104_11,E m _1 v E _4 m o t _6b k o _1 t ie n _1,E m _1 v E _4 m o t _6b k o _1 t ie n _1
324,đông_105_11,b o _5a m E _6a ts_ O _1 b E _5a v e _2 k wp e _1,b o _5a m E _6a v e _2 b o _5a m E _6a ts_ O _1 E m _1 b E _5a v e _2 k wp e _1
325,đông_107_12,b E _5a r 7_X t _5b J 7 _5a b a _2,b a _2 r 7_X t _5b t_h M _1 b a _2
326,đông_109_12,k E_X J _5a h wp a _1 J O _3 J M _1 v a_X j _3 k a _5a,ts_ a j _5a k a _1 d E p _6b J M _1 v a_X j _3 k a _5a
327,đông_10_2,E m _1 ts_ a w _2 k o _1 a _6a,E m _1 ts_ a w _2 k o _1 a _6a
328,đông_110_12,tS 7 j _2 d a N _1 r 7_X t _5b l E_X J _6a,tS 7 j _2 d a N _1 z 7_X t _5b n E_X J _6a
329,đông_111_14,k O n _1 l M7 _2 r 7 j _1 s uo N _5a m o t _6b k a j _5a dZ ie N _5a,d M7 _2 t o j _1 s uo N _5a m o t _6b k a j _5a l ie N _5a
330,đông_112_14,k O n _1 ts_ i m _1 S 7 n _1 k a _1 k 7_X t _5b t ie N _5a h O t _5b,k O n _1 ts_ i m _1 ts_ 7 n _1 k a _1 k 7_X t _5b t ie N _5a h O t _5b
331,đông_113_14,b uo j _3 ts_ ie w _2 m uo _2 h E _2 t_h 7_X t _6b d a N _5a ie w _1,b uo j _3 ts_ ie w _2 m uo _2 h E _2 t_h 7_X t _6b d a N _5a ie w _1
332,đông_114_14,ts_ u _5a m E w _2 tS E w _2 k wp a _1 k M7 _3 S o _3,m E w _2 ts_ E w _2 k wp a _1 k M7 _3 S o _3
333,đông_115_14,b o Nm _1 t O_X kp _5b t ie n _1 k E_X J _5a m O_X Nm _3 J M _1 l uo _6a,b o Nm _1 d O_X kp _5b d ie N _1 b E_X J _5a k uo _3 J M7 _1 l uo _6a
334,đông_116_13,m 7_X j _5a k O n _1 N M7 _6a d a N _1 a_X n _1 k O _3,m 7_X j _5a k O n _1 n M7 _6a d a N _1 a_X n _1 k O _3
335,đông_117_13,b o _5a f a _1 tS a _2 ts_ O _1 k a _3 J a _2,f a _1 t a w _5a t_h O _1 k a _3 J a _2
336,đông_118_13,d M7 _5a tS E _3 ts_ i _3 m 7 j _5a S a_X w _5a t uo j _3,d M7 _5a tS E _3 S a_X w _5a t uo j _3
337,đông_119_13,m a_X t _6b d E p _6b S a N _5a N 7 j _2,z E _6a S a N _5a N 7 j _2
338,đông_11_3,k o _1 dZ a w _5a m i m _3 k M7 j _2 t_h 7_X t _6b t M7 j _1,E m _1 N i m _3 k M7 j _2 t_h 7_X t _6b t uo j _1
339,đông_120_13,t o j _1 l a _2 ts_ u _5a b o _6a d o j _6a,t o j _1 l a _2 ts_ u _5a b o _6a d o j _6a
340,đông_121_13,s E _1 k 7_X p _5b k M w _5a,s E _1 k 7_X p _5b k M w _5a
341,đông_122_13,E m _1 dZ M _4 dZ i n _2 h o p _6b b u t _5b k 7_X n _3 t_h 7_X n _6a,k 7_X t _5b t_h 7_X t _6b k 7_X n _3 t_h 7_X n _6a
342,đông_123_13,k o _1 dZ a w _5a t_h 7_X t _6b G 7_X n _2 G u j _4,k o _1 dZ a w _5a k 7_X n _6a t_h 7_X n _2 m u j _5a
343,đông_124_13,dZ O _5a m uo _2 d o Nm _1 b a_X k _5b ts_ 7 t _6b v e _2,dZ O _5a m uo _2 d 7_X m _6a ts_ a_X p _5b v e _2
344,đông_125_13,N a_X j _2 k uo j _5a t_h a N _5a n a_X m _1,k uo j _5a t_h a N _5a n a_X m _1
345,đông_126_14,k E_X J _2 k 7_X j _1 b a N _2 tS M7 k _5b J a _2 tS 7 _1 tS O j _6a,J E_X J _2 k 7_X j _1 b a _2 ts_ M k _5b v a _2
346,đông_127_14,J M N _4 S 7_X n _1 v M7 n _2 s i J _1 d E p _6b,s E_X J _1 v M7 n _2 s ie n _1 d E p _6b
347,đông_128_14,J M N _4 M7 k _5b m 7 _1 k a w _1 d E p _6b,J M N _4 dZ 7_X k _5b m 7 _1 k a w _1 d E p _6b
348,đông_129_14,E m _1 t_h i k _5b h wp a _1 m a j _1 J 7_X t _5b,E m _1 t_h i k _5b S a _1 m a _1 J 7_X t _5b
349,đông_12_3,k a_X p _6b S E_X k _5b k O _5a m a_X w _2 s E_X J _1 r 7_X t _5b d E p _6b,k a_X p _6b S E_X k _5b k O _5a m a_X w _2 s E_X J _1 z 7_X t _5b d E p _6b
350,đông_130_14,k O n _1 G 7_X w _5a b o Nm _1 d E p _6b k wp a _5a,G 7_X w _5a b o Nm _1 d E p _6b k wp a _5a
351,đông_131_14,G O_X kp _5b h O_X kp _6b t 7_X p _6b N a_X n _1 n a_X p _5b,G O_X kp _5b h O_X kp _6b t 7_X p _6b k a_X n _1 m a t _5b
352,đông_132_14,b a _2 m uo _1 k a m _1 ts_ O _1 b E _5a,a m _1 ts_ O _1 b E _5a
353,đông_133_14,ts_ u kp _5b m M N _2 n a_X m _1 m 7 j _5a,m 7 j _5a
354,đông_134_14,m i J _2 v e _2 k wp e _1 t_h a_X m _1 o Nm _1 b a _2,b i J _2 v e _2 k wp e _1 t_h a_X m _1 o Nm _1 b a _2
355,đông_135_14,v M7 n _2 tS M7 _1 dZ O _5a m a t _5b,M7 n _2 s M7 _1 dZ O _5a m a t _5b
356,đông_13_3,k o kp _5b n M7 k _5b k O _5a m a_X w _2 tS a_X N _5a r 7_X t _5b d E p _6b,k o kp _5b n M7 k _5b k O _5a m a_X w _2 tS a_X N _5a r 7_X t _5b d E p _6b
357,đông_14_3,t o j _1 l a _2 k a _1 S i _4 n o j _3 t ie N _5a,t o j _1 l a _2 k a _1 S i _4 n o j _3 t ie N _5a
358,đông_15_3,t o j _1 m uo n _5a k O _5a m o t _6b k uo n _5a S E_X k _5b,t o j _1 n a _2 k O _5a m o t _6b k uo n _5a S E_X k _5b
359,đông_16_3,J M N _4 k O n _1 O_X Nm _1 t_h 7_X t _6b l a _2 ts_ a_X m _1 ts_ i _3,k O n _1 O_X Nm _1 t_h 7_X t _6b l a _2 ts_ a_X m _1 ts_ i _3
360,đông_17_3,h wp a _1 S E n _1 k O _5a m u j _2 r 7_X t _5b t_h 7 m _1,s E n _1 k O _5a m u j _2 r 7_X t _5b t_h 7 m _1
361,đông_18_3,k a j _5a t u _3 l E_X J _6a z u Nm _2 d e _3 l a m _2 dZ i _2,k a j _5a t u _3 l E_X J _6a z u Nm _2 d e _3 l a m _2 dZ i _2
362,đông_19_3,b u p _5b b e _1 S ie w _1 J 7_X n _1 G 7_X w _5a b o Nm _1,S ie w _1 J 7_X n _1 G 7_X w _5a b o Nm _1
363,đông_1_1,ts_ a_X w _5a d a N _1 l a m _2 dZ i _2 v 7_X j _6a,a m _2 dZ i _2 d 7_X j _5a
364,đông_20_3,k a j _5a n o j _2 d e _3 m E _6a n 7_X w _5a k E_X J _1,k a j _5a n o j _2 m E _6a n 7_X w _5a k E_X J _1
365,đông_23_4,h o m _1 n a_X j _1 l a _2 t_h M _5a S a_X w _5a,o m _1 n a_X j _1 l a _2 t_h M _5a S a_X w _5a
366,đông_24_4,E m _1 t_h M k _5b z 7_X j _6a t M _2 S a_X w _5a dZ 7 _2,z 7_X j _6a S 7 m _5a S a_X w _5a ts_ 7 _2
367,đông_25_4,b uo j _3 tS M7 _1 E m _1 a_X n _1 k 7 m _1 7 _3 tS M7 N _2,b uo j _3 tS M7 _1 E m _1 a_X n _1 k 7 m _2 k 7 m _1 7 _3 tS M7 N _2
368,đông_26_5,t ie t _5b h O_X kp _6b v u j _1 k wp a _5a,v uo _1 k wp a _5a
369,đông_27_5,m u j _2 x wp a j _1 n M7 N _5a t_h 7 m _1 k wp a _5a,b E _5a t_h 7 m _1 k wp a _5a
370,đông_28_5,h M7 N _1 k O _5a k u _3 x wp a j _1 l a N _1,k O _5a k u _3 h wp a j _1 x wp a j _1
371,đông_29_5,J a_X t _6b m o t _6b ts_ ie k _5b l a _5a r 7 j _1,m o _6a ts_ ie k _5b l a _5a r 7 j _1
372,đông_2_1,b o Nm _1 k u kp _5b t a_X m _5a n a_X N _5a m a_X t _6b tS 7 j _2,b o Nm _1 k u kp _5b k a_X m _5a n a_X N _5a m a_X t _6b tS 7 j _2
373,đông_30_5,ts_ i m _1 S 7_X w _1 J ie w _2 t_h e _5a,uo _1 J ie w _2 t_h e _5a
374,đông_31_5,k a _5a x o Nm _1 a_X n _1 m uo j _5a k a _5a M7 n _1,k a _5a x o _1 a_X n _1 m uo j _5a k a _5a M7 n _1
375,đông_32_5,k a j _5a ts_ o j _3 d e _3 k wp E t _5b J a _2,o t _6b d e _3 k wp E t _5b J a _2
376,đông_33_5,o Nm _1 b a _2 k O _5a x wp E _3 x o Nm _1 a _6a,b a _2 k O _5a x wp E _3 x o Nm _1 a _6a
377,đông_34_5,ts_ uo t _6b k O n _1 d a N _5a ie w _1,a N _5a ie w _1
378,đông_35_5,S ie w _1 J 7_X n _1 k uo N _2 f O_X Nm _1,ie w _1 J 7_X n _1 k uo N _2 f O_X Nm _1
379,đông_36_6,G 7_X w _5a k O n _1 k a m _3 7 n _1 b a k _5b v O j _1,G 7_X w _5a k O n _1 k a m _3 7 n _1 b a k _5b v O j _1
380,đông_37_6,E_X J _1 h u Nm _2 b ie n _3 k a _3,M n _1 b ie n _3 k a _3
381,đông_38_6,k O n _1 r a _1 v M7 n _2 h a j _5a t a w _5a,k O n _1 r a _1 v M7 n _2 h a j _5a k a w _5a
382,đông_39_6,G 7_X w _5a k O n _1 b M N _1 t a w _5a m 7 j _2 b o _5a m E _6a,G 7_X w _5a k O n _1 b M7 N _1 t a w _5a m 7 j _2 b o _5a m E _6a
383,đông_3_1,t_h e _5a dZ 7 j _5a t_h ie n _1 J ie n _1 t_h 7_X t _6b d E p _6b,t_h ie n _1 J ie n _1 t_h 7_X t _6b d E p _6b
384,đông_40_6,m E _6a l a _2 N M7 j _2 f u _6a n M _4 h ie n _2 z i w _6a,m E _6a l a _2 N M7 j _2 f u _6a n M _4 h ie n _2 z i w _6a
385,đông_41_6,E m _1 b E _5a d a N _1 n a_X m _2 N u _3,b E _5a d a N _1 n a_X m _2 N u _3
386,đông_42_6,b a _2 k O_X Nm _2 d i _1 ts_ 7 _6a tS 7 j _2 m M7 _1,k O_X Nm _2 d i _1 ts_ 7 _6a tS 7 j _2 m M7 _1
387,đông_43_6,b E_X J _5a k wp i _1 x o Nm _1 N O n _1,x o Nm _1 N O n _1
388,đông_44_6,b a k _5b S i _4 d a N _1 x a m _5a b e J _6a,d a N _1 x a m _5a b e J _6a
389,đông_45_6,m E _6a l a n _1 d a N _1 l a_X w _1 S a n _2 J a _2,m E _6a t a N _1 l a_X w _1 S a n _2 J a _2
390,đông_46_7,n u _6a h o n _1 tS e n _1 b a n _2 t a_X j _1,n u _4 h o n _1 tS e n _1 b a n _2 t a_X j _1
391,đông_47_7,tS 7 j _2 n o j _3 dZ O _5a t O _1,tS 7 j _2 n o j _3 dZ O _5a t O _1
392,đông_48_7,k 7_X j _1 l ie w _4 x o Nm _1 N M N _2 l a_X k _5b l M _1,k 7_X j _1 l ie w _4 x o Nm _1 N M N _2 l a_X k _5b l M _1
393,đông_49_7,k E_X J _2 l ie w _4 b ie t _5b b a_X j _1,G o _4 b ie t _5b b a_X j _1
394,đông_4_1,k O _5a t ie N _5a d o Nm _6a dZ i _2 l a _6a l a_X m _5a,t ie N _5a d o Nm _6a dZ i _2 l a _6a l a_X m _5a
395,đông_50_7,h o m _1 n a_X j _1 tS 7 j _2 l E_X J _6a k wp a _5a,n a_X j _1 tS 7 j _2 l E_X J _6a k wp a _5a
396,đông_51_7,b o _5a l a m _2 dZ i _2 k u Nm _4 x E w _5a l E w _5a,b o _5a l a m _2 dZ i _2 k u Nm _4 x E w _5a l E w _5a
397,đông_52_7,m E _6a t e t _5b t O_X kp _5b ts_ O _1 E m _1,t e t _5b t O_X kp _5b ts_ O _1 E m _1
398,đông_53_7,N M7 _6a f i _1 J E_X J _1 J M _1 b a_X j _1,f i _1 J E_X J _1 J M _1 b a_X j _1
399,đông_54_7,a j _1 N wp a n _1 S E _4 d M7 k _6b t_h M7 N _3,S E _4 k O _5a t_h M7 N _3
400,đông_55_7,ts_ ie k _5b r e _4 d a _1 tS O n _2,ts_ ie k _5b r e _4 d a _1 tS O _2
401,đông_56_7,b 7_X w _2 tS 7 j _2 s E_X J _1 t_h a_X m _1 t_h a_X m _3,b 7_X w _2 tS 7 j _2 s E_X J _1 t_h a_X m _1 t_h a_X m _3
402,đông_57_7,t o j _1 d M7 _1 m E_X J _3 dZ 7_X j _5a ts_ O _1 N M7 j _2 m E _6a,t o j _1 d M7 _1 N E_X J _3 m E_X J _3 dZ 7_X j _5a ts_ O _1 N M7 j _2 m E _6a
403,đông_58_7,o Nm _1 s E m _1 v a _2 k a_X w _1 m a_X j _2,o Nm _1 s E m _1 v a _2 k a_X w _1 m a_X j _2
404,đông_59_7,E_X J _1 G a _2 tS o Nm _5a b a_X j _1 l e n _1,G a _2 tS o Nm _5a b a_X j _1 l e n _1
405,đông_5_1,k 7_X j _1 s 7_X w _5a h o _3 h E _5a m a_X t _5b J i n _2,s 7_X w _5a h o _3 E _5a m a_X t _5b J i n _2
406,đông_60_7,b E _5a d M7 _1 m a_X t _5b J i n _2 k wp E_X J _1,b e _5a d M7 _1 m a_X t _5b J i n _2 k wp E_X J _1
407,đông_61_8,ts_ u kp _5b k O n _1 N u _3 N O n _1,k O n _1 N u _3 N O n _1
408,đông_62_8,m E _6a ie w _1 k O n _1,k O n _1
409,đông_63_8,t_h a w _3 r 7_X t _5b ie w _1 k wp e _1 h M7 N _1 m i J _2,t a w _3 r 7_X t _5b ie w _1 k wp e _1 h M7 N _1 m i J _2
410,đông_64_8,k 7 n _1 m M7 _1 r a w _2 k E w _5a d e n _5a,k O n _1 m M7 _1 r a w _2 k E w _5a d e n _5a
411,đông_65_8,tS 7 j _2 N a_X j _2 k a N _2 l E_X J _6a h 7 n _1,tS 7 j _2 N a j _2 k a N _2 l E_X J _6a h 7 n _1
412,đông_66_8,l a _5a k 7_X j _1 m uo _2 t_h u _1,k 7_X j _1 m uo _2 t_h u _1
413,đông_67_8,J i m _5a k O n _1 v o _1 k u Nm _2 N a k _6b J ie n _1,J i m _5a k O n _1 v o _1 k u Nm _2 N a k _6b J ie n _1
414,đông_68_8,t e n _1 b a n _6a l a _2 dZ i _2,b a n _6a l a m _2 dZ i _2
415,đông_69_8,k 7_X j _1 k o j _5a u m _1 t u m _2,t o j _5a u m _1 t u m _2
416,đông_6_2,m E _6a m 7 j _5a m uo _1 o _1 t o _1,m E _6a m 7 j _5a m uo _1 o _1 t o _1
417,đông_70_8,O_X Nm _1 ts_ uo _5a b a_X j _1 v e _2 t o _3,O_X Nm _1 ts_ uo _5a b a_X j _1 v e _2 t o _3
418,đông_71_9,k wp e _1 h M7 N _1 l a _2 ts_ u m _2 x e _5a N O t _6b,e _1 h M N _1 n a _2 ts_ u m _2 x e _5a N O t _6b
419,đông_72_9,tS 7 j _2 m uo _2 t_h u _1 m a t _5b m E _3,t_h 7 m _1 m a t _5b m E _3
420,đông_74_9,t_h 7_X t _6b l a _2 t wp ie t _6b z ie w _6a,t a _2 t wp ie t _6b z ie w _6a
421,đông_75_9,E m _1 b E _5a d a N _1 N wp a n _1 N wp a n _4 a_X n _1 k 7 m _1,E m _1 b E _5a d a N _1 N wp a n _1 N wp a n _4 a_X n _1 k 7 m _1
422,đông_77_9,ts_ i _1 v a w _2 t_h a_X m _1 v M7 n _2 h wp a _1,f i _1 v a w _2 t_h a_X m _1 v M7 n _2 h wp a _1
423,đông_78_9,b a n _6a J O _3 t_h a _3 z ie w _2 tS e n _1 k E_X J _5a d o Nm _2,b a n _6a n O _3 t_h a _3 z ie w _2 tS e n _1 k E_X J _5a d o Nm _2
424,đông_79_9,E n _5a k O n _1 d a N _1 b a_X j _1 k wp a _1 S o Nm _1,t ie N _5a h wp a n _1 d a N _1 b a_X j _1 k wp a _1 S a w _1
425,đông_7_2,E m _1 d a N _1 a_X n _1 k 7 m _1,E m _1 d a _1 a_X n _1 k 7 m _1
426,đông_80_9,J O _1 k O n _2 s E_X J _1 l a_X m _5a,s E_X J _1 n a m _2
427,đông_81_10,m o t _6b ts_ ie k _5b l M7 k _6b r 7_X t _5b d E p _6b,ts_ u kp _5b p M7 N _1 r 7_X t _5b d E p _6b
428,đông_82_10,t_h O _3 k O n _1 J i n _2 k a w _5a,t_h O _3 k O n _1 J i n _2 k a w _5a
429,đông_83_10,k a k _5b b a n _6a k O _5a k wp E n _1 z e _5a m E n _2 x o Nm _1,k a k _5b b a n _6a k O _5a k wp E n _1 z e _5a m E n _2 x o Nm _1
430,đông_84_10,b E _5a t 7_X p _6b d O_X kp _6b,t 7_X p _6b d O_X kp _6b
431,đông_85_10,t o j _1 tS 7 _3 v e _2 k wp e _1 h M7 N _1,t o j _1 tS 7 _3 v e _2 k wp e _1 h M7 N _1
432,đông_86_10,d M7 N _2 v e _2 s a _1 l a_X k _5b s a _1 l 7 _1,d M7 N _2 v e _2 s a _1 l a_X k _5b s a _1 v wp 7 _1 l 7 _1
433,đông_87_10,t o j _1 d e n _5a t_h a_X m _1 E_X J _1 h a j _1 t o j _1,t o j _1 d e n _5a t_h a_X m _1 E_X J _1 h a j _1 t o j _1
434,đông_88_10,E m _1 ie w _1 N o j _1 J a _2 k uo _3 E m _1,E m _1 ie w _1 N o j _1 J a _2 k uo _3 E m _1
435,đông_89_10,E m _1 ie w _1 t ie N _5a ts_ i m _1,ie w _1 ts_ u Nm _5a S i n _1
436,đông_8_2,b a n _6a h a_X N _2 t i J _5a k E_X k _5b r 7_X t _5b v u j _1 v E _3,k 7_X k _5b v u j _1 v E _3
437,đông_90_10,m uo _2 h E _2 d e n _5a r o j _2,h E _2 d e n _5a r o j _2
438,đông_91_10,o Nm _1 7 j _1 o Nm _1 k O _5a x wp E _3 x o Nm _1,o Nm _1 7 j _1 o Nm _1 k O _5a x wp E _3 x o Nm _1
439,đông_92_10,d u Nm _5a l u kp _5b d O _5a tS 7 j _2 d o _3 m M7 _1,d u Nm _5a l o kp _5b d O _5a tS 7 j _2 d o _3 m M7 _1
440,đông_93_10,b o _5a m E _6a dZ u p _5b k O n _1 ts_ wp 7_X n _3 b i _6a J E _5a,b o _5a m E _6a k O n _1 ts_ wp 7_X n _3 b i _6a J E _5a
441,đông_94_10,J a _2 h M7 N _1 tS o Nm _1 t_h 7_X t _6b l a _2 d E p _6b,h M7 N _1 tS o Nm _1 t_h 7_X t _6b l a _2 d E p _6b
442,đông_95_10,s O m _5a l a N _2 d o Nm _2 r uo N _6a r M N _2 k 7_X j _1,s O m _5a l a _2 d o Nm _2 z uo N _6a l 7_X m _2 k 7_X j _1
443,đông_96_11,tS a N _1 t_h M7 N _1 ts_ u _5a h e _2 l a_X m _5a,tS a N _1 t_h M7 N _1 ts_ 7 _5a m E w _2 l a_X m _5a
444,đông_97_11,k O n _1 m E w _2 l o Nm _1 v a N _2 O_X Nm _5a,k O n _1 m E w _2 l o Nm _1 v a N _2 O_X Nm _5a
445,đông_98_11,k wp e _1 t 7 _5a 7 _3 h a j _3 f O_X Nm _2,k wp e _1 t 7 _5a 7 _3 h a j _3 f O_X Nm _2
446,đông_99_11,v M7 n _2 k 7_X j _1 d 7_X m _1 ts_ o j _2 n 7_X j _3 l o kp _6b,v M7 n _2 k 7_X j _1 tS o Nm _1 n 7 _3 G o kp _6b
447,đông_9_2,t 7_X j _3 k O _5a m u j _2 z 7_X w _1 r 7_X t _5b t_h 7 m _1,m u j _2 z 7_X w _1 r 7_X t _5b t_h 7 m _1
439,thành_11_2,k o _1 dZ a w _5a m i m _3 k M7 j _2 t_h 7_X t _6b t M7 j _1,t M7 j _1 k o _1 dZ a w _5a m i m _3 k M7 j _2 t_h 7_X t _6b t M7 j _1
440,thành_12_2,k a_X p _6b S E_X k _5b k O _5a m a_X w _2 s E_X J _1 r 7_X t _5b d E p _6b,k a_X p _6b s E_X k _5b k O _5a m a_X w _2 s E_X J _1 r 7_X t _5b d E p _6b
441,thành_13_2,k o kp _5b n M7 k _5b k O _5a m a_X w _2 tS a_X N _5a r 7_X t _5b d E p _6b,tS a_X N _5a r 7_X t _5b d E p _6b k o Nm _1 k o kp _5b n M7 k _5b k O _5a m a_X w _2 tS a_X N _5a r 7_X t _5b d E p _6b
442,thành_14_2,t o j _1 l a _2 k a _1 S i _4 n o j _3 t ie N _5a,ie N _5a t o j _1 l a _2 k a _1 S i _4 n o j _3 t ie N _5a
443,thành_15_2,t o j _1 m uo n _5a k O _5a m o t _6b k uo n _5a S E_X k _5b,t o j _1 k O _5a m o t _6b t o j _1 m uo n _5a k O _5a m o t _6b k uo n _5a S E_X k _5b
444,thành_16_2,J M N _4 k O n _1 O_X Nm _1 t_h 7_X t _6b l a _2 ts_ a_X m _1 ts_ i _3,J M N _4 k O n _1 O_X Nm _1 t_h 7_X t _6b ts_ a_X m _1 ts_ i _3
445,thành_17_2,h wp a _1 S E n _1 k O _5a m u j _2 r 7_X t _5b t_h 7 m _1,h wp a _1 S E n _1 k O _5a m u j _2 r 7_X t _5b t_h 7 m _1 h wp a _1 S E n _1 k O _5a m u j _2 r 7_X t _5b t_h 7 m _1
446,thành_18_2,k a j _5a t u _3 l E_X J _6a z u Nm _2 d e _3 l a m _2 dZ i _2,k a j _5a t u _3 l E_X J _6a z u Nm _2 d e _3 l a m _2 dZ i _2
447,thành_20_1,k a j _5a n o j _2 d e _3 m E _6a n 7_X w _5a k E_X J _1,k a j _2 l o n _2 d e _3 m E _6a l 7_X w _5a k E_X J _1 M m _2
448,thành_22_3,b a j _2 h O_X kp _6b d 7_X w _2 t ie n _1 k uo _3 G 7_X w _5a k O n _1,b a j _2 h O_X kp _6b d 7_X w _2 t ie n _1 k uo _3 b o _5a k O n _1
449,thành_23_3,h o m _1 n a_X j _1 l a _2 t_h M _5a S a_X w _5a,b a_X j _1 l a _2 t_h M _5a S a_X w _5a
